Code,Artikel,Size
C-OS-C-10.0,OLD SKOOL CAMO,EUR 43 // US 10
C-OS-C-10.5,OLD SKOOL CAMO,EUR 44 // US 10.5
C-OS-C-11.0,OLD SKOOL CAMO,EUR 44.5 // US 11
C-OS-C-11.5,OLD SKOOL CAMO,EUR 45 // US 11.5
C-OS-C-12.0,OLD SKOOL CAMO,EUR 46 // US 12
J-OS-CBW-4H,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 35 // US 4H
J-OS-CBW-5,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 36 // US 5
J-OS-CBW-5H,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 37 // US 5H
J-OS-CBW-6,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 38 // US 6
J-OS-CBW-6H,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 39 // US 6H
J-OS-CBW-7,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 40 // US 7
J-OS-CBW-7H,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 40.5 // US 7H
J-OS-CBW-8,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 41 // US 8
J-OS-CBW-8H,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 42 // US 8H
J-OS-CBW-9,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 42.5 // US 9
J-OS-CBW-9H,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 43 // US 9H
J-OS-CBW-10,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 44 // US 10
J-OS-CBW-10H,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 44.5 // US 10H
J-OS-CBW-11,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 45 // US 11
J-OS-CBW-11H,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 46 // US 11H
J-OS-CBW-12,OLD SKOOL CHECKERBOARD BLACK WHITE JAPAN,EUR 47 // US 12
L-OS-CBW-4.0,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 35 // US 4
L-OS-CBW-4.5,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 36 // US 4.5
L-OS-CBW-5.0,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 36.5 // US 5
L-OS-CBW-5.5,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 37 // US 5.5
L-OS-CBW-6.0,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 38 // US 6
L-OS-CBW-6.5,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 38.5 // US 6.5
L-OS-CBW-7.0,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 39 // US 7
L-OS-CBW-7.5,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 40 // US 7.5
L-OS-CBW-8.0,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 40.5 // US 8
L-OS-CBW-8.5,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 41 // US 8.5
L-OS-CBW-9.0,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 42 // US 9
L-OS-CBW-9.5,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 42.5 // US 9.5
L-OS-CBW-10.0,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 43 // US 10
L-OS-CBW-10.5,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 44 // US 10.5
L-OS-CBW-11.0,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 44.5 // US 11
L-OS-CBW-11.5,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 45 // US 11.5
L-OS-CBW-12.0,OLD SKOOL CHECKERBOARD BLACK WHITE LITE,EUR 46 // US 12
AN-OS36-BW-4.0,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 35 // US 4
AN-OS36-BW-4.5,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 36 // US 4.5
AN-OS36-BW-5.0,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 36.5 // US 5
AN-OS36-BW-5.5,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 37 // US 5.5
AN-OS36-BW-6.0,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 38 // US 6
AN-OS36-BW-6.5,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 38.5 // US 6.5
AN-OS36-BW-7.0,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 39 // US 7
AN-OS36-BW-7.5,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 40 // US 7.5
AN-OS36-BW-8.0,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 40.5 // US 8
AN-OS36-BW-8.5,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 41 // US 8.5
AN-OS36-BW-9.0,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 42 // US 9
AN-OS36-BW-9.5,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 42.5 // US 9.5
AN-OS36-BW-10.0,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 43 // US 10
AN-OS36-BW-10.5,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 44 // US 10.5
AN-OS36-BW-11.0,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 44.5 // US 11
AN-OS36-BW-11.5,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 45 // US 11.5
AN-OS36-BW-12.0,OLD SKOOL DX ANAHEIM BLACK WHITE,EUR 46 // US 12
C-OS-FBW-4.0,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 35 // US 4
C-OS-FBW-4.5,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 36 // US 4.5
C-OS-FBW-5.0,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 36.5 // US 5
C-OS-FBW-5.5,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 37 // US 5.5
C-OS-FBW-6.0,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 38 // US 6
C-OS-FBW-6.5,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 38.5 // US 6.5
C-OS-FBW-7.0,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 39 // US 7
C-OS-FBW-7.5,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 40 // US 7.5
C-OS-FBW-8.0,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 40.5 // US 8
C-OS-FBW-8.5,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 41 // US 8.5
C-OS-FBW-9.0,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 42 // US 9
C-OS-FBW-9.5,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 42.5 // US 9.5
C-OS-FBW-10.0,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 43 // US 10
C-OS-FBW-10.5,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 44 // US 10.5
C-OS-FBW-11.0,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 44.5 // US 11
C-OS-FBW-11.5,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 45 // US 11.5
C-OS-FBW-12.0,OLD SKOOL FLAME BLACK WHITE (RED FLAME),EUR 46 // US 12
C-OS-NV-4.0,OLD SKOOL NAVY,EUR 35 // US 4
C-OS-NV-4.5,OLD SKOOL NAVY,EUR 36 // US 4.5
C-OS-NV-5.0,OLD SKOOL NAVY,EUR 36.5 // US 5
C-OS-NV-5.5,OLD SKOOL NAVY,EUR 37 // US 5.5
C-OS-NV-6.0,OLD SKOOL NAVY,EUR 38 // US 6
C-OS-NV-6.5,OLD SKOOL NAVY,EUR 38.5 // US 6.5
C-OS-NV-7.0,OLD SKOOL NAVY,EUR 39 // US 7
C-OS-NV-7.5,OLD SKOOL NAVY,EUR 40 // US 7.5
C-OS-NV-8.0,OLD SKOOL NAVY,EUR 40.5 // US 8
C-OS-NV-8.5,OLD SKOOL NAVY,EUR 41 // US 8.5
C-OS-NV-9.0,OLD SKOOL NAVY,EUR 42 // US 9
C-OS-NV-9.5,OLD SKOOL NAVY,EUR 42.5 // US 9.5
C-OS-NV-10.0,OLD SKOOL NAVY,EUR 43 // US 10
C-OS-NV-10.5,OLD SKOOL NAVY,EUR 44 // US 10.5
C-OS-NV-11.0,OLD SKOOL NAVY,EUR 44.5 // US 11
C-OS-NV-11.5,OLD SKOOL NAVY,EUR 45 // US 11.5
C-OS-NV-12.0,OLD SKOOL NAVY,EUR 46 // US 12
J-OS-NV-4H,OLD SKOOL NAVY JAPAN,EUR 35 // US 4H
J-OS-NV-5,OLD SKOOL NAVY JAPAN,EUR 36 // US 5
J-OS-NV-5H,OLD SKOOL NAVY JAPAN,EUR 37 // US 5H
J-OS-NV-6,OLD SKOOL NAVY JAPAN,EUR 38 // US 6
J-OS-NV-6H,OLD SKOOL NAVY JAPAN,EUR 39 // US 6H
J-OS-NV-7,OLD SKOOL NAVY JAPAN,EUR 40 // US 7
J-OS-NV-7H,OLD SKOOL NAVY JAPAN,EUR 40.5 // US 7H
J-OS-NV-8,OLD SKOOL NAVY JAPAN,EUR 41 // US 8
J-OS-NV-8H,OLD SKOOL NAVY JAPAN,EUR 42 // US 8H
J-OS-NV-9,OLD SKOOL NAVY JAPAN,EUR 42.5 // US 9
J-OS-NV-9H,OLD SKOOL NAVY JAPAN,EUR 43 // US 9H
J-OS-NV-10,OLD SKOOL NAVY JAPAN,EUR 44 // US 10
J-OS-NV-10H,OLD SKOOL NAVY JAPAN,EUR 44.5 // US 10H
J-OS-NV-11,OLD SKOOL NAVY JAPAN,EUR 45 // US 11
J-OS-NV-11H,OLD SKOOL NAVY JAPAN,EUR 46 // US 11H
J-OS-NV-12,OLD SKOOL NAVY JAPAN,EUR 47 // US 12
C-OS-CBW-4.0,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 35 // US 4
C-OS-CBW-4.5,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 36 // US 4.5
C-OS-CBW-5.0,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 36.5 // US 5
C-OS-CBW-5.5,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 37 // US 5.5
C-OS-CBW-6.0,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 38 // US 6
C-OS-CBW-6.5,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 38.5 // US 6.5
C-OS-CBW-7.0,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 39 // US 7
C-OS-CBW-7.5,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 40 // US 7.5
C-OS-CBW-8.0,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 40.5 // US 8
C-OS-CBW-8.5,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 41 // US 8.5
C-OS-CBW-9.0,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 42 // US 9
C-OS-CBW-9.5,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 42.5 // US 9.5
C-OS-CBW-10.0,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 43 // US 10
C-OS-CBW-10.5,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 44 // US 10.5
C-OS-CBW-11.0,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 44.5 // US 11
C-OS-CBW-11.5,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 45 // US 11.5
C-OS-CBW-12.0,OLD SKOOL PRIMARY CHECKERBOARD BLACK WHITE,EUR 46 // US 12
C-OS-CWB-4.0,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 35 // US 4
C-OS-CWB-4.5,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 36 // US 4.5
C-OS-CWB-5.0,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 36.5 // US 5
C-OS-CWB-5.5,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 37 // US 5.5
C-OS-CWB-6.0,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 38 // US 6
C-OS-CWB-6.5,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 38.5 // US 6.5
C-OS-CWB-7.0,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 39 // US 7
C-OS-CWB-7.5,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 40 // US 7.5
C-OS-CWB-8.0,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 40.5 // US 8
C-OS-CWB-8.5,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 41 // US 8.5
C-OS-CWB-9.0,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 42 // US 9
C-OS-CWB-9.5,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 42.5 // US 9.5
C-OS-CWB-10.0,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 43 // US 10
C-OS-CWB-10.5,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 44 // US 10.5
C-OS-CWB-11.0,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 44.5 // US 11
C-OS-CWB-11.5,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 45 // US 11.5
C-OS-CWB-12.0,OLD SKOOL PRIMARY CHECKERBOARD WHITE BLACK,EUR 46 // US 12
P-OS-BG-4.0,OLD SKOOL PRO BLACK GUM,EUR 35 // US 4
P-OS-BG-4.5,OLD SKOOL PRO BLACK GUM,EUR 36 // US 4.5
P-OS-BG-5.0,OLD SKOOL PRO BLACK GUM,EUR 36.5 // US 5
P-OS-BG-5.5,OLD SKOOL PRO BLACK GUM,EUR 37 // US 5.5
P-OS-BG-6.0,OLD SKOOL PRO BLACK GUM,EUR 38 // US 6
P-OS-BG-6.5,OLD SKOOL PRO BLACK GUM,EUR 38.5 // US 6.5
P-OS-BG-7.0,OLD SKOOL PRO BLACK GUM,EUR 39 // US 7
P-OS-BG-7.5,OLD SKOOL PRO BLACK GUM,EUR 40 // US 7.5
P-OS-BG-8.0,OLD SKOOL PRO BLACK GUM,EUR 40.5 // US 8
P-OS-BG-8.5,OLD SKOOL PRO BLACK GUM,EUR 41 // US 8.5
P-OS-BG-9.0,OLD SKOOL PRO BLACK GUM,EUR 42 // US 9
P-OS-BG-9.5,OLD SKOOL PRO BLACK GUM,EUR 42.5 // US 9.5
P-OS-BG-10.0,OLD SKOOL PRO BLACK GUM,EUR 43 // US 10
P-OS-BG-10.5,OLD SKOOL PRO BLACK GUM,EUR 44 // US 10.5
P-OS-BG-11.0,OLD SKOOL PRO BLACK GUM,EUR 44.5 // US 11
P-OS-BG-11.5,OLD SKOOL PRO BLACK GUM,EUR 45 // US 11.5
P-OS-BG-12.0,OLD SKOOL PRO BLACK GUM,EUR 46 // US 12
P-OS-BW-4.0,OLD SKOOL PRO BLACK WHITE,EUR 35 // US 4
P-OS-BW-4.5,OLD SKOOL PRO BLACK WHITE,EUR 36 // US 4.5
P-OS-BW-5.0,OLD SKOOL PRO BLACK WHITE,EUR 36.5 // US 5
P-OS-BW-5.5,OLD SKOOL PRO BLACK WHITE,EUR 37 // US 5.5
P-OS-BW-6.0,OLD SKOOL PRO BLACK WHITE,EUR 38 // US 6
P-OS-BW-6.5,OLD SKOOL PRO BLACK WHITE,EUR 38.5 // US 6.5
P-OS-BW-7.0,OLD SKOOL PRO BLACK WHITE,EUR 39 // US 7
P-OS-BW-7.5,OLD SKOOL PRO BLACK WHITE,EUR 40 // US 7.5
P-OS-BW-8.0,OLD SKOOL PRO BLACK WHITE,EUR 40.5 // US 8
P-OS-BW-8.5,OLD SKOOL PRO BLACK WHITE,EUR 41 // US 8.5
P-OS-BW-9.0,OLD SKOOL PRO BLACK WHITE,EUR 42 // US 9
P-OS-BW-9.5,OLD SKOOL PRO BLACK WHITE,EUR 42.5 // US 9.5
P-OS-BW-10.0,OLD SKOOL PRO BLACK WHITE,EUR 43 // US 10
P-OS-BW-10.5,OLD SKOOL PRO BLACK WHITE,EUR 44 // US 10.5
P-OS-BW-11.0,OLD SKOOL PRO BLACK WHITE,EUR 44.5 // US 11
P-OS-BW-11.5,OLD SKOOL PRO BLACK WHITE,EUR 45 // US 11.5
P-OS-BW-12.0,OLD SKOOL PRO BLACK WHITE,EUR 46 // US 12
PS-OS-BO-7.0,OLD SKOOL PRO SKATE BLACKOUT,EUR 39 // US 7
PS-OS-BO-7.5,OLD SKOOL PRO SKATE BLACKOUT,EUR 40 // US 7.5
PS-OS-BO-8.0,OLD SKOOL PRO SKATE BLACKOUT,EUR 40.5 // US 8
PS-OS-BO-8.5,OLD SKOOL PRO SKATE BLACKOUT,EUR 41 // US 8.5
PS-OS-BO-9.0,OLD SKOOL PRO SKATE BLACKOUT,EUR 42 // US 9
PS-OS-BO-9.5,OLD SKOOL PRO SKATE BLACKOUT,EUR 42.5 // US 9.5
PS-OS-BO-10..0,OLD SKOOL PRO SKATE BLACKOUT,EUR 43 // US 10
PS-OS-BO-10..5,OLD SKOOL PRO SKATE BLACKOUT,EUR 44 // US 10.5
PS-OS-BO-11.0,OLD SKOOL PRO SKATE BLACKOUT,EUR 44.5 // US 11
PS-OS-BO-11.5,OLD SKOOL PRO SKATE BLACKOUT,EUR 45 // US 11.5
C-OS-RB-4.0,OLD SKOOL RETRO BLOCK,EUR 35 // US 4
C-OS-RB-4.5,OLD SKOOL RETRO BLOCK,EUR 36 // US 4.5
C-OS-RB-5.0,OLD SKOOL RETRO BLOCK,EUR 36.5 // US 5
C-OS-RB-5.5,OLD SKOOL RETRO BLOCK,EUR 37 // US 5.5
C-OS-RB-6.0,OLD SKOOL RETRO BLOCK,EUR 38 // US 6
C-OS-RB-6.5,OLD SKOOL RETRO BLOCK,EUR 38.5 // US 6.5
C-OS-RB-7.0,OLD SKOOL RETRO BLOCK,EUR 39 // US 7
C-OS-RB-7.5,OLD SKOOL RETRO BLOCK,EUR 40 // US 7.5
C-OS-RB-8.0,OLD SKOOL RETRO BLOCK,EUR 40.5 // US 8
C-OS-RB-8.5,OLD SKOOL RETRO BLOCK,EUR 41 // US 8.5
C-OS-RB-9.0,OLD SKOOL RETRO BLOCK,EUR 42 // US 9
C-OS-RB-9.5,OLD SKOOL RETRO BLOCK,EUR 42.5 // US 9.5
C-OS-RB-10.0,OLD SKOOL RETRO BLOCK,EUR 43 // US 10
C-OS-RB-10.5,OLD SKOOL RETRO BLOCK,EUR 44 // US 10.5
C-OS-RB-11.0,OLD SKOOL RETRO BLOCK,EUR 44.5 // US 11
C-OS-RB-11.5,OLD SKOOL RETRO BLOCK,EUR 45 // US 11.5
C-OS-RB-12.0,OLD SKOOL RETRO BLOCK,EUR 46 // US 12
C-OS-TW-4.0,OLD SKOOL TRUE WHITE,EUR 35 // US 4
C-OS-TW-4.5,OLD SKOOL TRUE WHITE,EUR 36 // US 4.5
C-OS-TW-5.0,OLD SKOOL TRUE WHITE,EUR 36.5 // US 5
C-OS-TW-5.5,OLD SKOOL TRUE WHITE,EUR 37 // US 5.5
C-OS-TW-6.0,OLD SKOOL TRUE WHITE,EUR 38 // US 6
C-OS-TW-6.5,OLD SKOOL TRUE WHITE,EUR 38.5 // US 6.5
C-OS-TW-7.0,OLD SKOOL TRUE WHITE,EUR 39 // US 7
C-OS-TW-7.5,OLD SKOOL TRUE WHITE,EUR 40 // US 7.5
C-OS-TW-8.0,OLD SKOOL TRUE WHITE,EUR 40.5 // US 8
C-OS-TW-8.5,OLD SKOOL TRUE WHITE,EUR 41 // US 8.5
C-OS-TW-9.0,OLD SKOOL TRUE WHITE,EUR 42 // US 9
C-OS-TW-9.5,OLD SKOOL TRUE WHITE,EUR 42.5 // US 9.5
C-OS-TW-10.0,OLD SKOOL TRUE WHITE,EUR 43 // US 10
C-OS-TW-10.5,OLD SKOOL TRUE WHITE,EUR 44 // US 10.5
C-OS-TW-11.0,OLD SKOOL TRUE WHITE,EUR 44.5 // US 11
C-OS-TW-11.5,OLD SKOOL TRUE WHITE,EUR 45 // US 11.5
C-OS-TW-12.0,OLD SKOOL TRUE WHITE,EUR 46 // US 12
C-OSV-BG-4.0,OLD SKOOL VELCRO BLACK GUM,EUR 35 // US 4
C-OSV-BG-4.5,OLD SKOOL VELCRO BLACK GUM,EUR 36 // US 4.5
C-OSV-BG-5.0,OLD SKOOL VELCRO BLACK GUM,EUR 36.5 // US 5
C-OSV-BG-5.5,OLD SKOOL VELCRO BLACK GUM,EUR 37 // US 5.5
C-OSV-BG-6.0,OLD SKOOL VELCRO BLACK GUM,EUR 38 // US 6
C-OSV-BG-6.5,OLD SKOOL VELCRO BLACK GUM,EUR 38.5 // US 6.5
C-OSV-BG-7.0,OLD SKOOL VELCRO BLACK GUM,EUR 39 // US 7
C-OSV-BG-7.5,OLD SKOOL VELCRO BLACK GUM,EUR 40 // US 7.5
C-OSV-BG-8.0,OLD SKOOL VELCRO BLACK GUM,EUR 40.5 // US 8
C-OSV-BG-8.5,OLD SKOOL VELCRO BLACK GUM,EUR 41 // US 8.5
C-OSV-BG-9.0,OLD SKOOL VELCRO BLACK GUM,EUR 42 // US 9
C-OSV-BG-9.5,OLD SKOOL VELCRO BLACK GUM,EUR 42.5 // US 9.5
C-OSV-BG-10.0,OLD SKOOL VELCRO BLACK GUM,EUR 43 // US 10
C-OSV-BG-10.5,OLD SKOOL VELCRO BLACK GUM,EUR 44 // US 10.5
C-OSV-BG-11.0,OLD SKOOL VELCRO BLACK GUM,EUR 44.5 // US 11
C-OSV-BG-11.5,OLD SKOOL VELCRO BLACK GUM,EUR 45 // US 11.5
C-OSV-BG-12.0,OLD SKOOL VELCRO BLACK GUM,EUR 46 // US 12
C-OSV-BW-4.0,OLD SKOOL VELCRO BLACK WHITE,EUR 35 // US 4
C-OSV-BW-4.5,OLD SKOOL VELCRO BLACK WHITE,EUR 36 // US 4.5
C-OSV-BW-5.0,OLD SKOOL VELCRO BLACK WHITE,EUR 36.5 // US 5
C-OSV-BW-5.5,OLD SKOOL VELCRO BLACK WHITE,EUR 37 // US 5.5
C-OSV-BW-6.0,OLD SKOOL VELCRO BLACK WHITE,EUR 38 // US 6
C-OSV-BW-6.5,OLD SKOOL VELCRO BLACK WHITE,EUR 38.5 // US 6.5
C-OSV-BW-7.0,OLD SKOOL VELCRO BLACK WHITE,EUR 39 // US 7
C-OSV-BW-7.5,OLD SKOOL VELCRO BLACK WHITE,EUR 40 // US 7.5
C-OSV-BW-8.0,OLD SKOOL VELCRO BLACK WHITE,EUR 40.5 // US 8
C-OSV-BW-8.5,OLD SKOOL VELCRO BLACK WHITE,EUR 41 // US 8.5
C-OSV-BW-9.0,OLD SKOOL VELCRO BLACK WHITE,EUR 42 // US 9
C-OSV-BW-9.5,OLD SKOOL VELCRO BLACK WHITE,EUR 42.5 // US 9.5
C-OSV-BW-10.0,OLD SKOOL VELCRO BLACK WHITE,EUR 43 // US 10
C-OSV-BW-10.5,OLD SKOOL VELCRO BLACK WHITE,EUR 44 // US 10.5
C-OSV-BW-11.0,OLD SKOOL VELCRO BLACK WHITE,EUR 44.5 // US 11
C-OSV-BW-11.5,OLD SKOOL VELCRO BLACK WHITE,EUR 45 // US 11.5
C-OSV-BW-12.0,OLD SKOOL VELCRO BLACK WHITE,EUR 46 // US 12
C-OSV-NV-4.0,OLD SKOOL VELCRO NAVY,EUR 35 // US 4
C-OSV-NV-4.5,OLD SKOOL VELCRO NAVY,EUR 36 // US 4.5
C-OSV-NV-5.0,OLD SKOOL VELCRO NAVY,EUR 36.5 // US 5
C-OSV-NV-5.5,OLD SKOOL VELCRO NAVY,EUR 37 // US 5.5
C-OSV-NV-6.0,OLD SKOOL VELCRO NAVY,EUR 38 // US 6
C-OSV-NV-6.5,OLD SKOOL VELCRO NAVY,EUR 38.5 // US 6.5
C-OSV-NV-7.0,OLD SKOOL VELCRO NAVY,EUR 39 // US 7
C-OSV-NV-7.5,OLD SKOOL VELCRO NAVY,EUR 40 // US 7.5
C-OSV-NV-8.0,OLD SKOOL VELCRO NAVY,EUR 40.5 // US 8
C-OSV-NV-8.5,OLD SKOOL VELCRO NAVY,EUR 41 // US 8.5
C-OSV-NV-9.0,OLD SKOOL VELCRO NAVY,EUR 42 // US 9
C-OSV-NV-9.5,OLD SKOOL VELCRO NAVY,EUR 42.5 // US 9.5
C-OSV-NV-10.0,OLD SKOOL VELCRO NAVY,EUR 43 // US 10
C-OSV-NV-10.5,OLD SKOOL VELCRO NAVY,EUR 44 // US 10.5
C-OSV-NV-11.0,OLD SKOOL VELCRO NAVY,EUR 44.5 // US 11
C-OSV-NV-11.5,OLD SKOOL VELCRO NAVY,EUR 45 // US 11.5
C-OSV-NV-12.0,OLD SKOOL VELCRO NAVY,EUR 46 // US 12
P-OSV-BW-4.0,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 35 // US 4
P-OSV-BW-4.5,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 36 // US 4.5
P-OSV-BW-5.0,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 36.5 // US 5
P-OSV-BW-5.5,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 37 // US 5.5
P-OSV-BW-6.0,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 38 // US 6
P-OSV-BW-6.5,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 38.5 // US 6.5
P-OSV-BW-7.0,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 39 // US 7
P-OSV-BW-7.5,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 40 // US 7.5
P-OSV-BW-8.0,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 40.5 // US 8
P-OSV-BW-8.5,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 41 // US 8.5
P-OSV-BW-9.0,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 42 // US 9
P-OSV-BW-9.5,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 42.5 // US 9.5
P-OSV-BW-10.0,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 43 // US 10
P-OSV-BW-10.5,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 44 // US 10.5
P-OSV-BW-11.0,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 44.5 // US 11
P-OSV-BW-11.5,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 45 // US 11.5
P-OSV-BW-12.0,OLD SKOOL VELCRO PRO BLACK WHITE,EUR 46 // US 12
C-S8H-BW-4.0,SK-8 HI BLACK WHITE,EUR 35 // US 4
C-S8H-BW-4.5,SK-8 HI BLACK WHITE,EUR 36 // US 4.5
C-S8H-BW-5.0,SK-8 HI BLACK WHITE,EUR 36.5 // US 5
C-S8H-BW-5.5,SK-8 HI BLACK WHITE,EUR 37 // US 5.5
C-S8H-BW-6.0,SK-8 HI BLACK WHITE,EUR 38 // US 6
C-S8H-BW-6.5,SK-8 HI BLACK WHITE,EUR 38.5 // US 6.5
C-S8H-BW-7.0,SK-8 HI BLACK WHITE,EUR 39 // US 7
C-S8H-BW-7.5,SK-8 HI BLACK WHITE,EUR 40 // US 7.5
